trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
numeric_palindrome__v2__python_canonical,numeric_palindrome__v2,numeric_palindrome,numeric_reverse,2,python_canonical,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.","def numeric_palindrome(value):
    current = value
    output = 0
    while value > 0:
        item = value % 10
        output = output * 10 + item
        value //= 10
    return current == output",False,19,56,55,True,0.09302742824977626,0.001723994268104434,0.0936167755198378,0.0017266521463170648,0.19253270167122635,0.9649200937964699,0.9998417496681213,0.9999505400657653,1.905084005015384,1.0,0.8909090909090909,0.8181818181818182,1.0,0.0,0.0
partition_by_threshold__v2__python_canonical,partition_by_threshold__v2,partition_by_threshold,partition,2,python_canonical,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.","def partition_by_threshold(counter, current):
    value = []
    item = []
    for output in counter:
        if output < current:
            value.append(output)
        else:
            item.append(output)
    return value, item",False,31,46,45,True,0.28518592045552776,0.015118788927793503,0.3096775551023812,0.017030805349349976,0.584752943708025,0.9080639650424321,0.9982842206954956,0.9963691181606716,2.1835876197879567,1.0,0.7777777777777778,0.6666666666666666,0.9583333333333334,0.0,0.041666666666666664
filter_nonnegative__v3__controlled_nl,filter_nonnegative__v3,filter_nonnegative,sign_filter,3,controlled_nl,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","PROCEDURE filter_nonnegative INPUT x:
SET element TO [].
FOR EACH entry IN x:
    IF entry >= 0:
        EXECUTE element.append(entry).
RETURN element",False,24,35,34,True,0.5428651513787318,0.25812526047229767,0.5662574040486694,0.25816940516233444,0.4343289324629748,0.8164959541138481,0.9405295252799988,0.9973030072801253,3.9274294107716714,1.0,0.5882352941176471,0.38235294117647056,1.0,0.0,0.0
rotate_left_one__v3__nl_exp7_anchor,rotate_left_one__v3,rotate_left_one,rotation,3,nl_exp7_anchor,"Given a non-empty list, rotate it left by one position.","Initialize an empty result list. Place every element except the first in original order, then append the original first element. Produce the result.",False,17,27,26,True,0.6350618855526241,0.2258826643228531,0.6563338149124041,0.22875462472438812,,0.7707587492007476,0.9520225524902344,0.9975255246345813,3.690803773101204,3.0,0.5769230769230769,0.23076923076923078,,,
main_diagonal_sum__v3__pseudocode,main_diagonal_sum__v3,main_diagonal_sum,diagonal_aggregate,3,pseudocode,"Given a square matrix, calculate the sum of its main diagonal.","PROCEDURE main_diagonal_sum(entry)
x <- 0
FOR element IN range(len(entry))
    x <- x + entry[element][element]
RETURN x",False,17,32,31,True,0.4016137919463818,0.166245698928833,0.43642524350246775,0.16976189613342285,0.40974510689770494,0.868162727163684,0.9678704738616943,0.9966560448369672,2.991637800855554,1.0,0.6451612903225806,0.3225806451612903,1.0,0.0,0.0
is_subset__v2__pseudocode,is_subset__v2,is_subset,set_relation,2,pseudocode,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset(item, value)
FOR current IN item
    IF current NOT IN value
        RETURN FALSE
RETURN TRUE",False,21,26,25,True,0.8384097518725321,0.7530274391174316,0.9413889797404409,0.7850663065910339,0.7356535971281118,0.7249118733406067,0.7916161417961121,0.9873821616172791,2.4576880206695932,1.0,0.32,0.24,1.0,0.0,0.0
count_primes_up_to__v3__python_canonical,count_primes_up_to__v3,count_primes_up_to,primality,3,python_canonical,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(result):
    entry = 0
    for element in range(2, result + 1):
        n_count = True
        x = 2
        while x * x <= element:
            if element % x == 0:
                n_count = False
                break
            x += 1
        if n_count:
            entry += 1
    return entry",False,21,85,84,True,0.18465557040422892,0.031117788515985012,0.2065335849954679,0.031684720888733864,0.2106596494173796,0.9432887853611083,0.9955833256244659,0.997749653600511,1.2902701957673126,1.0,0.8928571428571429,0.5952380952380952,1.0,0.0,0.0
is_strictly_increasing__v3__controlled_nl,is_strictly_increasing__v3,is_strictly_increasing,monotonicity,3,controlled_nl,"Given a list of numbers, determine whether it is strictly increasing.","PROCEDURE is_strictly_increasing INPUT entry:
FOR EACH element IN range(1, len(entry)):
    IF entry[(element - 1)] >= entry[element]:
        RETURN FALSE
RETURN TRUE",False,17,41,40,True,0.29758268756033884,0.1431250385940075,0.3067075821474418,0.14328941330313683,0.31174026121574977,0.9014674931764602,0.9713040292263031,0.9990104511380196,2.5470905258763756,1.0,0.675,0.425,1.0,0.0,0.0
matrix_column_sums__v2__controlled_nl,matrix_column_sums__v2,matrix_column_sums,matrix_aggregate,2,controlled_nl,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","PROCEDURE matrix_column_sums INPUT value:
SET current TO [].
FOR EACH item IN range(len(value[0])):
    SET counter TO 0.
    FOR EACH output IN value:
        UPDATE counter USING + output[item].
    EXECUTE current.append(counter).
RETURN current",False,23,55,54,True,0.5098318746636828,0.1426451951265335,0.5415425791604017,0.1582350879907608,0.5244293567191995,0.8296289501918687,0.9734286963939667,0.9963216461517193,3.865752888303531,1.0,0.6111111111111112,0.46296296296296297,1.0,0.0,0.0
digit_sum__v2__pseudocode,digit_sum__v2,digit_sum,digit_aggregate,2,pseudocode,"Given a nonnegative integer, compute the sum of its decimal digits.","PROCEDURE digit_sum(item)
value <- 0
WHILE item > 0
    value <- value + (item % 10)
    item <- item // 10
RETURN value",False,18,41,40,True,0.14305031867458398,0.0036419645184651017,0.14570312767945934,0.0037261814577504992,0.08771642993152838,0.9543851256370545,0.9996218085289001,0.9997416973114014,1.8863904533858613,1.0,0.85,0.65,1.0,0.0,0.0
absolute_values__v3__controlled_nl,absolute_values__v3,absolute_values,element_transform,3,controlled_nl,"Given a list of numbers, create a list containing the absolute value of each element.","PROCEDURE absolute_values INPUT x:
SET element TO [].
FOR EACH entry IN x:
    EXECUTE element.append(abs(entry)).
RETURN element",False,21,28,27,True,0.6141817871414079,0.3317073881626129,0.6478915820286298,0.35037943720817566,0.5520132767689938,0.7766341655342667,0.9352393746376038,0.9947513584737424,5.3641399173093305,2.0,0.5185185185185185,0.25925925925925924,1.0,0.0,0.0
fibonacci_first_n__v1__controlled_nl,fibonacci_first_n__v1,fibonacci_first_n,fibonacci,1,controlled_nl,"Given a nonnegative integer n, return the first n Fibonacci values starting with zero and one.","PROCEDURE fibonacci_first_n INPUT n:
SET a TO 0.
SET b TO 1.
SET result TO [].
FOR EACH _ IN range(n):
    EXECUTE result.append(a).
    SET (a, b) TO (b, (a + b)).
RETURN result",False,23,57,56,True,0.3851694044330673,0.13671207800507545,0.41818022036990704,0.13893185555934906,0.402710160188876,0.8751229595925126,0.9778007864952087,0.9961373923080308,2.482819476590533,1.0,0.6607142857142857,0.48214285714285715,1.0,0.0,0.0
most_frequent__v2__pseudocode,most_frequent__v2,most_frequent,mode_selection,2,pseudocode,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","PROCEDURE most_frequent(output)
value <- {}
FOR current IN output
    value[current] <- (value.get(current, 0) + 1)
item <- output[0]
FOR current IN output
    IF value[current] > value[item]
        item <- current
RETURN item",False,27,59,58,True,0.44629056282152807,0.11184367164969444,0.49689918541317357,0.114786796271801,0.5127586229579589,0.8588826270966694,0.9782513678073883,0.9935270403993541,1.988936291988278,1.0,0.603448275862069,0.43103448275862066,1.0,0.0,0.0
count_unique_words__v2__controlled_nl,count_unique_words__v2,count_unique_words,word_count,2,controlled_nl,"Given a string containing words separated by whitespace, count the distinct words.","PROCEDURE count_unique_words INPUT item:
SET current TO item.split().
SET value TO set(current).
RETURN len(value)",False,18,24,23,True,0.7692897239517744,0.7830867767333984,0.7955850075738019,0.8167329430580139,0.701863247641207,0.7348479784053304,0.8037667870521545,0.997168489124464,5.853250543867192,5.0,0.34782608695652173,0.21739130434782608,1.0,0.0,0.0
rotate_right_one__v2__controlled_nl,rotate_right_one__v2,rotate_right_one,rotation,2,controlled_nl,"Given a non-empty list, rotate it right by one position.","PROCEDURE rotate_right_one INPUT current:
SET item TO [current[-1]].
FOR EACH value IN current[:-1]:
    EXECUTE item.append(value).
RETURN item",False,17,34,33,True,0.5503628140722867,0.281692773103714,0.5814476026389457,0.2824684977531433,0.501744524432385,0.8201138557809772,0.9227979779243469,0.9963974103783116,5.228424728710031,2.0,0.5454545454545454,0.3333333333333333,1.0,0.0,0.0
chunks_pairs__v1__python_canonical,chunks_pairs__v1,chunks_pairs,chunking,1,python_canonical,"Given a list, split it into consecutive chunks containing at most two elements.","def chunks_pairs(values):
    result = []
    for start in range(0, len(values), 2):
        result.append(values[start:start + 2])
    return result",False,19,36,35,True,0.15564658549802907,0.003185666399076581,0.15787790067120763,0.0032548783347010612,0.46208472659992217,0.940064594575337,0.999691903591156,0.9997900537082127,1.6187021050342918,1.0,0.8857142857142857,0.7142857142857143,1.0,0.0,0.0
count_words__v1__pseudocode,count_words__v1,count_words,word_count,1,pseudocode,"Given a string containing words separated by whitespace, count the words.","PROCEDURE count_words(text)
words <- text.split()
RETURN len(words)",False,17,15,14,True,0.5798089933908029,0.4707137942314148,0.5852076764006467,0.4760840982198715,0.5832288550203278,0.7901985964604786,0.8542711734771729,0.9995465491499219,3.9847120570238985,2.0,0.5,0.21428571428571427,1.0,0.0,0.0
count_unique_words__v1__pseudocode,count_unique_words__v1,count_unique_words,word_count,1,pseudocode,"Given a string containing words separated by whitespace, count the distinct words.","PROCEDURE count_unique_words(text)
words <- text.split()
unique <- set(words)
RETURN len(unique)",False,18,21,20,True,0.5454422581238759,0.39436639845371246,0.554639054987274,0.40090222656726837,0.5814180475110333,0.8121231734752655,0.9204718470573425,0.9991173565387725,3.4468716828698236,1.5,0.6,0.3,1.0,0.0,0.0
lcm_list__v3__procedural_prose,lcm_list__v3,lcm_list,lcm_family,3,procedural_prose,"Given a non-empty list of positive integers, compute the least common multiple of all values.","Define a procedure named lcm_list that receives n_count.
Set x to n_count[0].
For each result in n_count[1:], do the following.
    Set element to x.
    Set entry to result.
    While entry does not equal 0, do the following.
        Set (element, entry) to (entry, (element % entry)).
    Set x to ((x // element) * result).
Return x.",False,22,88,87,True,0.5306926856503886,0.34287482500076294,0.5839863171932774,0.36730286478996277,0.47964515580977,0.8259852401826574,0.9192629456520081,0.9930224055531381,2.6357517630769154,1.0,0.5402298850574713,0.3103448275862069,1.0,0.0,0.0
reverse_list__v2__nl_exp7_anchor,reverse_list__v2,reverse_list,reverse_sequence,2,nl_exp7_anchor,"Given a list, create a new list containing the same values in reverse order.",Build an empty result list. Inspect the input from the last position to the first and add each value to the result. Output the result.,False,20,29,28,True,0.46363572985033635,0.35358719527721405,0.49451058705536916,0.3568296581506729,,0.8398495114275387,0.9253501892089844,0.9952956885099411,2.59852286215989,1.0,0.5714285714285714,0.25,,,
digit_product__v2__nl_exp7_anchor,digit_product__v2,digit_product,digit_aggregate,2,nl_exp7_anchor,"Given a positive integer, compute the product of its decimal digits.","Begin a product at one. While the number is positive, multiply the product by its last decimal digit and remove that digit using integer division by ten. Output the product.",False,17,34,33,True,0.47372393697415566,0.2353271096944809,0.5191480958354519,0.23802056908607483,,0.8525511794018023,0.9465284943580627,0.9948985377947489,2.6842427917594747,1.0,0.5454545454545454,0.3333333333333333,,,
sum_positive__v3__python_canonical,sum_positive__v3,sum_positive,sign_sum,3,python_canonical,"Given a list of numbers, sum only the positive values.","def sum_positive(x):
    element = 0
    for entry in x:
        if entry > 0:
            element += entry
    return element",False,16,32,31,True,0.16853484933169732,0.01930150017142296,0.171438291923081,0.019326381385326385,0.26428851706006956,0.9427757099751504,0.9975269436836243,0.999738335609436,1.4864267592141907,1.0,0.8709677419354839,0.6451612903225806,1.0,0.0,0.0
string_palindrome__v2__pseudocode,string_palindrome__v2,string_palindrome,palindrome_test,2,pseudocode,"Given a string, determine whether it reads the same forward and backward.","PROCEDURE string_palindrome(current)
item <- 0
value <- (len(current) - 1)
WHILE item < value
    IF current[item] != current[value]
        RETURN FALSE
    item <- item + 1
    value <- value - 1
RETURN TRUE",False,18,59,58,True,0.2662686509174427,0.03531596250832081,0.2880040338551492,0.0365361962467432,0.33573843406556314,0.9109108771743446,0.9949148297309875,0.9972284189585982,1.7939877126447337,1.0,0.8103448275862069,0.5689655172413793,1.0,0.0,0.0
filter_nonnegative__v1__python_opaque,filter_nonnegative__v1,filter_nonnegative,sign_filter,1,python_opaque,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","def zav0(mip0):
    tuk0 = []
    for qel0 in mip0:
        if qel0 >= 0:
            tuk0.append(qel0)
    return tuk0",False,24,46,45,True,0.2991644095018273,0.005603551398962736,0.3402649756931977,0.0057534463703632355,0.38554859836166944,0.9031104773283005,0.9994101524353027,0.995003789001041,2.4484933887629574,1.0,0.7777777777777778,0.6888888888888889,1.0,0.0,0.0
filter_mapping_by_value__v1__python_canonical,filter_mapping_by_value__v1,filter_mapping_by_value,dictionary_transform,1,python_canonical,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def filter_mapping_by_value(mapping, threshold):
    result = {}
    for key, value in mapping.items():
        if value > threshold:
            result[key] = value
    return result",False,29,38,37,True,0.08308377576392215,0.001259384909644723,0.08359210119570472,0.0012751983013004065,0.2254726327851131,0.9773833880553374,0.9998794794082642,0.9999625489518449,1.0527412155531484,1.0,0.918918918918919,0.7837837837837838,1.0,0.0,0.0
ordered_unique_intersection__v1__python_canonical,ordered_unique_intersection__v1,ordered_unique_intersection,ordered_intersection,1,python_canonical,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",False,28,37,36,True,0.18595968906392576,0.001936232321895659,0.18793189412747324,0.0019657278899103403,0.37593036838302984,0.9346102095312543,0.9998089373111725,0.9998138331704669,0.9181284226380656,1.0,0.8611111111111112,0.7222222222222222,1.0,0.0,0.0
gcd_list__v1__pseudocode,gcd_list__v1,gcd_list,gcd_family,1,pseudocode,"Given a non-empty list of nonnegative integers, compute the greatest common divisor of all values.","PROCEDURE gcd_list(values)
current <- values[0]
FOR value IN values[1:]
    a <- current
    b <- value
    WHILE b != 0
        (a, b) <- (b, (a % b))
    current <- a
RETURN current",False,23,58,57,True,0.21377865664413676,0.009904813952744007,0.2166803838881925,0.009945642203092575,0.23595966119699166,0.9251663261338284,0.9988666772842407,0.9997308672520152,2.0914831821821336,1.0,0.8070175438596491,0.6666666666666666,1.0,0.0,0.0
linear_first_index__v2__nl_exp7_anchor,linear_first_index__v2,linear_first_index,linear_search,2,nl_exp7_anchor,"Given a list and a target, return the index of the first target occurrence or minus one if absent.",Inspect the list from left to right while tracking the index. Output the index at the first value equal to the target. Output minus one if no match is found.,False,25,33,32,True,0.5494212088103723,0.41253243386745453,0.5571165870310324,0.41496410965919495,,0.8018029639497399,0.8997967839241028,0.9992625378072262,2.1669923108739226,1.0,0.5,0.21875,,,
filter_nonnegative__v3__pseudocode,filter_nonnegative__v3,filter_nonnegative,sign_filter,3,pseudocode,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","PROCEDURE filter_nonnegative(x)
element <- []
FOR entry IN x
    IF entry >= 0
        element.append(entry)
RETURN element",False,24,29,28,True,0.36738243615504224,0.10648186132311821,0.38200975231393386,0.10665100440382957,0.3136281674106916,0.8844838302050319,0.9822095632553101,0.9985090302569526,2.7780928797892557,1.0,0.6428571428571429,0.4642857142857143,1.0,0.0,0.0
chunks_fixed_size__v2__nl_exp7_anchor,chunks_fixed_size__v2,chunks_fixed_size,chunking,2,nl_exp7_anchor,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","Build an empty result list. Move a starting index through the input in steps equal to the chunk size. At each step, add the corresponding slice. Output the result.",False,25,34,33,True,0.38596318800101115,0.15972810983657837,0.3923681969401624,0.15973050892353058,,0.8738911784056461,0.9626448154449463,0.9993561434023308,3.5315163505751337,2.0,0.5757575757575758,0.36363636363636365,,,
matrix_column_sums__v3__controlled_nl,matrix_column_sums__v3,matrix_column_sums,matrix_aggregate,3,controlled_nl,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","PROCEDURE matrix_column_sums INPUT entry:
SET x TO [].
FOR EACH element IN range(len(entry[0])):
    SET n_count TO 0.
    FOR EACH result IN entry:
        UPDATE n_count USING + result[element].
    EXECUTE x.append(n_count).
RETURN x",False,23,58,57,True,0.5658441946745146,0.20459625124931335,0.6211113475456889,0.23804908990859985,0.5468600028263371,0.8110518805813371,0.9583105444908142,0.9934276886153639,3.7622176514932657,1.0,0.5789473684210527,0.3684210526315789,1.0,0.0,0.0
selection_sort_descending__v3__controlled_nl,selection_sort_descending__v3,selection_sort_descending,selection_sort,3,controlled_nl,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","PROCEDURE selection_sort_descending INPUT n_count:
SET result TO n_count[:].
FOR EACH x IN range(len(result)):
    SET element TO x.
    FOR EACH entry IN range((x + 1), len(result)):
        IF result[entry] > result[element]:
            SET element TO entry.
    SET (result[x], result[element]) TO (result[element], result[x]).
RETURN result",False,24,81,80,True,0.37069829950232813,0.10769044980406761,0.39022722810768756,0.11717948690056801,0.3861291828945343,0.8736081033945083,0.9816330075263977,0.9979455381631851,2.466275725851051,1.0,0.65,0.4375,1.0,0.0,0.0
digit_product__v3__python_opaque,digit_product__v3,digit_product,digit_aggregate,3,python_opaque,"Given a positive integer, compute the product of its decimal digits.","def zav0(mip0):
    tuk0 = 1
    while mip0 > 0:
        tuk0 *= mip0 % 10
        mip0 //= 10
    return tuk0",False,17,49,48,True,0.2529856878204184,0.005797844612970948,0.29117550280960125,0.006031708093360066,0.3606751418204865,0.9151328410953283,0.9993670880794525,0.9951490672926108,2.075194960660094,1.0,0.8125,0.7083333333333334,1.0,0.0,0.0
product_one_to_n__v2__pseudocode,product_one_to_n__v2,product_one_to_n,factorial_product,2,pseudocode,"Given a positive integer n, compute the product of all integers from one through n.","PROCEDURE product_one_to_n(item)
value <- 1
FOR current IN range(1, (item + 1))
    value <- value * current
RETURN value",False,21,35,34,True,0.34293372482609225,0.09364283457398415,0.3516105470754316,0.09442078694701195,0.23963096402363762,0.8886407447211883,0.9825198650360107,0.9991657470955568,2.8127179814606174,1.0,0.7647058823529411,0.4411764705882353,1.0,0.0,0.0
bubble_sort_ascending__v3__procedural_prose,bubble_sort_ascending__v3,bubble_sort_ascending,bubble_sort,3,procedural_prose,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","Define a procedure named bubble_sort_ascending that receives result.
Set x to result[:].
For each element in range((len(x) - 1), 0, -1), do the following.
    For each entry in range(element), do the following.
        If x[entry] is greater than x[(entry + 1)], do the following.
            Set (x[entry], x[(entry + 1)]) to (x[(entry + 1)], x[entry]).
Return x.",False,24,103,102,True,0.41408409978788874,0.1649743616580963,0.4602885872183263,0.16750171780586243,0.5328183258127285,0.862660851329565,0.9668512046337128,0.9936710192876703,1.8575021073484919,1.0,0.6666666666666666,0.4117647058823529,1.0,0.0,0.0
chunks_fixed_size__v3__procedural_prose,chunks_fixed_size__v3,chunks_fixed_size,chunking,3,procedural_prose,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","Define a procedure named chunks_fixed_size that receives result and entry.
Set element to [].
For each x in range(0, len(result), entry), do the following.
    Append result[x:(x + entry)] to element.
Return element.",False,25,50,49,True,0.6639947516425532,0.48984330892562866,0.7167410283273428,0.5227917432785034,0.7237562913246033,0.7690499090418523,0.8941052556037903,0.9934248985076437,4.140956618897058,1.0,0.4897959183673469,0.32653061224489793,1.0,0.0,0.0
count_vowels__v2__controlled_nl,count_vowels__v2,count_vowels,char_count,2,controlled_nl,"Given a lowercase string, count how many characters are vowels.","PROCEDURE count_vowels INPUT current:
SET value TO 0.
FOR EACH item IN current:
    IF item IN 'aeiou':
        UPDATE value USING + 1.
RETURN value",False,16,39,38,True,0.39443202946476,0.21313971281051636,0.39888595994632753,0.21376196295022964,0.3266408718988671,0.8565897518082669,0.9577139616012573,0.9996199247084165,3.732836218066914,1.0,0.5789473684210527,0.3684210526315789,1.0,0.0,0.0
minmax_normalize__v3__controlled_nl,minmax_normalize__v3,minmax_normalize,bounded_numeric_transform,3,controlled_nl,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","PROCEDURE minmax_normalize INPUT n_count:
SET entry TO min(n_count).
SET element TO max(n_count).
SET x TO [].
FOR EACH result IN n_count:
    EXECUTE x.append(((result - entry) / (element - entry))).
RETURN x",False,33,54,53,True,0.598542540497531,0.16654810309410095,0.6798154018500289,0.1986658275127411,0.6702742888220095,0.7941146847212089,0.9702973961830139,0.9895815624381011,3.8029761137147187,1.0,0.5660377358490566,0.39622641509433965,1.0,0.0,0.0
count_below__v1__controlled_nl,count_below__v1,count_below,threshold_count,1,controlled_nl,"Given a list of numbers and a threshold, count the values less than the threshold.","PROCEDURE count_below INPUT values, threshold:
SET count TO 0.
FOR EACH value IN values:
    IF value < threshold:
        UPDATE count USING + 1.
RETURN count",False,21,37,36,True,0.3005111346539909,0.03730341978371143,0.3047163965109626,0.040101077407598495,0.2477668065433641,0.9040260877874162,0.995393693447113,0.9995813204182519,3.131202884900691,1.0,0.6388888888888888,0.5555555555555556,1.0,0.0,0.0
matrix_row_sums__v3__procedural_prose,matrix_row_sums__v3,matrix_row_sums,matrix_aggregate,3,procedural_prose,"Given a matrix of numbers, return a list containing the sum of each row.","Define a procedure named matrix_row_sums that receives element.
Set entry to [].
For each x in element, do the following.
    Set result to 0.
    For each n_count in x, do the following.
        Increase result by n_count.
    Append result to entry.
Return entry.",False,20,62,61,True,0.5375156289956067,0.2568020224571228,0.6029994748532772,0.3052881062030792,0.5751885217829517,0.8235637035037651,0.9500329494476318,0.9913870301402983,2.6743017463892014,1.0,0.5737704918032787,0.32786885245901637,1.0,0.0,0.0
digit_sum__v3__procedural_prose,digit_sum__v3,digit_sum,digit_aggregate,3,procedural_prose,"Given a nonnegative integer, compute the sum of its decimal digits.","Define a procedure named digit_sum that receives element.
Set entry to 0.
While element is greater than 0, do the following.
    Increase entry by (element % 10).
    Update element to element // 10.
Return entry.",False,18,52,51,True,0.38994502279100274,0.24430182576179504,0.40151075439504286,0.263617604970932,0.3331254776970176,0.8578788118035185,0.9585511684417725,0.9988898985526141,2.597510302832047,1.0,0.6078431372549019,0.43137254901960786,1.0,0.0,0.0
contains_zero__v3__procedural_prose,contains_zero__v3,contains_zero,membership_test,3,procedural_prose,"Given a list of numbers, determine whether zero occurs in the list.","Define a procedure named contains_zero that receives entry.
For each element in entry, do the following.
    If element equals 0, do the following.
        Return true.
Return false.",False,18,38,37,True,0.43940366579045076,0.31850165128707886,0.47032927203548064,0.34891366958618164,0.4064706350481304,0.8534917863639625,0.921079158782959,0.995369511681634,3.174218068214348,2.0,0.6486486486486487,0.2702702702702703,1.0,0.0,0.0
scan_max__v2__nl_exp7_anchor,scan_max__v2,scan_max,scan_extremum,2,nl_exp7_anchor,"Given a non-empty list of numbers, find the largest value by scanning the list once.","Take the first value as the current maximum. Inspect each remaining value. If a value is larger than the current maximum, replace the current maximum with it. Output the current maximum after the scan.",False,22,40,39,True,0.425960837269369,0.31410980224609375,0.42896007294527805,0.31474485993385315,,0.8617343566356561,0.9353905320167542,0.9997423321772845,1.7850426003353324,1.0,0.5641025641025641,0.2564102564102564,,,
group_by_first_character__v2__procedural_prose,group_by_first_character__v2,group_by_first_character,grouping,2,procedural_prose,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Define a procedure named group_by_first_character that receives output.
Set item to {}.
For each current in output, do the following.
    Set value to current[0].
    If value is not in item, do the following.
        Set item[value] to [].
    Append current to item[value].
Return item.",False,29,65,64,True,0.6497533851743356,0.4529210180044174,0.7350380656580455,0.4580254554748535,0.7094866457003971,0.7907742920797318,0.8734985589981079,0.9881410915404558,2.592964550881561,1.0,0.453125,0.203125,1.0,0.0,0.0
count_character__v3__nl_exp7_anchor,count_character__v3,count_character,char_count,3,nl_exp7_anchor,"Given a string and a character, count how many times that character appears.","Initialize a counter at zero. Process each character in the string. For any case in which it equals the target character, increase the counter by one. Produce the counter.",False,19,34,33,True,0.42575668828618346,0.44681316614151,0.4288910132846936,0.44700947403907776,,0.8413380393476197,0.8761153221130371,0.9997476917324644,2.384529673958296,1.0,0.42424242424242425,0.30303030303030304,,,
absolute_values__v2__nl_exp7_anchor,absolute_values__v2,absolute_values,element_transform,2,nl_exp7_anchor,"Given a list of numbers, create a list containing the absolute value of each element.","Build an empty result list. Inspect each input number, compute its absolute value, and add that value to the result. Output the result.",False,21,29,28,True,0.44014119846646543,0.34604334831237793,0.4460292598565242,0.34691154956817627,,0.8394396028348378,0.9205132126808167,0.9994436992066247,2.344640763589983,1.0,0.5714285714285714,0.35714285714285715,,,
linear_first_index__v2__python_opaque,linear_first_index__v2,linear_first_index,linear_search,2,python_opaque,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def zav0(mip0, tuk0):
    for qel0, vor0 in enumerate(mip0):
        if vor0 == tuk0:
            return qel0
    return -1",False,25,45,44,True,0.316549987936723,0.004784544464200735,0.36682251051760145,0.005063462536782026,0.292167592413117,0.8975667645308104,0.9995295107364655,0.9936764064160261,2.9904823952767092,1.0,0.75,0.7272727272727273,1.0,0.0,0.0
scan_min__v1__python_canonical,scan_min__v1,scan_min,scan_extremum,1,python_canonical,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","def scan_min(values):
    best = values[0]
    for value in values[1:]:
        if value < best:
            best = value
    return best",False,22,34,33,True,0.18719209283051785,0.0040909405797719955,0.1989029274237427,0.004162968136370182,0.28298841392244056,0.9378002827817743,0.9995970726013184,0.9985234032977711,1.1629663534801322,1.0,0.8484848484848485,0.7878787878787878,1.0,0.0,0.0
matrix_contains__v3__controlled_nl,matrix_contains__v3,matrix_contains,matrix_search,3,controlled_nl,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.","PROCEDURE matrix_contains INPUT element, x:
FOR EACH entry IN element:
    FOR EACH result IN entry:
        IF result = x:
            RETURN TRUE
RETURN FALSE",False,22,34,33,True,0.35524567439703486,0.05106180161237717,0.3640017683030072,0.05349152535200119,0.29514516190743556,0.8672381246631796,0.9932581782341003,0.999044494195418,3.6833747594077253,1.0,0.696969696969697,0.5454545454545454,1.0,0.0,0.0
least_frequent__v2__procedural_prose,least_frequent__v2,least_frequent,mode_selection,2,procedural_prose,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.","Define a procedure named least_frequent that receives output.
Set value to {}.
For each current in output, do the following.
    Set value[current] to (value.get(current, 0) + 1).
Set item to output[0].
For each current in output, do the following.
    If value[current] is less than value[item], do the following.
        Set item to current.
Return item.",False,27,85,84,True,0.6260127805979296,0.4460209012031555,0.7216014112383986,0.4660959988832474,0.7062832285068529,0.7886367899676164,0.8833563029766083,0.987780593690418,2.0413409167537706,1.0,0.4642857142857143,0.2976190476190476,1.0,0.0,0.0
