trajectory_id,task_id,family,representation,variant,task_text,reference_solution,alignment_method,boundary_crossed,reference_start_token_index,base_token_count_metadata,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,std_entropy_valid_vocab,cumulative_entropy_valid_vocab,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_valid_vocab,reference_in_top20_fraction,mean_reference_surprisal
selection_sort_descending__python__v1,selection_sort_descending,selection_sort,python,1,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","def selection_sort_descending(values):
    result = values[:]
    for index in range(len(result)):
        best = index
        for candidate in range(index + 1, len(result)):
            if result[candidate] > result[best]:
                best = candidate
        result[index], result[best] = result[best], result[index]
    return result",fast_offsets,False,31,31,91,90,True,0.16578235578331765,0.014285423792898655,0.3210597972197651,14.920412020498588,0.171844572248483,0.014460603706538677,0.3398823648625776,15.466011502363472,0.9409881740808487,0.9983739256858826,0.9993256290753683,0.8666666666666667,0.6333333333333333,49,16,0.23410713387455145,0.24393382110686748,0.9777777777777777,0.47651013190535574
flatten_pairs__nl__v3,flatten_pairs,flatten_one_level,nl,3,"Given a list of two-element pairs, flatten the pairs into one list in pair order.",Initialize an empty result list. Process each pair in order and append its first value followed by its second value. Produce the result.,fast_offsets,False,30,30,28,27,True,0.8141896436335864,0.8078331351280212,0.6217979309858024,21.983120378106833,0.9097644940570548,0.8469560146331787,0.7305756490906524,24.56364133954048,0.7387656602594588,0.788952648639679,0.9881318233631275,0.37037037037037035,0.1111111111111111,4,1,0.5428938610622516,0.6233105837152555,0.9259259259259259,1.8820498230742049
count_below__python__v3,count_below,threshold_count,python,3,"Given a list of numbers and a threshold, count the values less than the threshold.","def count_below(result, entry):
    element = 0
    for x in result:
        if x < entry:
            element += 1
    return element",fast_offsets,False,27,27,39,38,True,0.5516034326589617,0.3090745061635971,0.609357645019699,20.960930441040546,0.6335197530662346,0.3210706412792206,0.7421216854491297,24.073750616516918,0.8404551407224253,0.9291541576385498,0.989806310126656,0.5789473684210527,0.15789473684210525,8,2,0.5763309295666782,0.6840825887598299,0.9210526315789473,1.3056633196503848
selection_sort_descending__nl__v2,selection_sort_descending,selection_sort,nl,2,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","Copy the list. For each position, find the largest value in the remaining suffix and swap it into the current position. Output the copy.",fast_offsets,False,31,31,28,27,True,1.133304464596289,1.1798758506774902,0.5880344111578416,30.599220544099808,1.3166247479341648,1.3020046949386597,0.741190252035241,35.54886819422245,0.6560441183823126,0.6706395149230957,0.9753328716313397,0.14814814814814814,0.07407407407407407,1,1,0.5995055184914515,0.681543115239877,0.9259259259259259,1.6982306198010013
remove_digits__python__v1,remove_digits,string_filter,python,1,"Given a string, return a new string with all decimal digits removed.","def remove_digits(text):
    result = """"
    for char in text:
        if not char.isdigit():
            result += char
    return result",fast_offsets,False,24,24,38,37,True,0.2356300808597872,0.046251051127910614,0.42760523420535956,8.718312991812127,0.2607951690851887,0.046874046325683594,0.47511260490614043,9.649421256151982,0.9214749481226947,0.9933882355690002,0.9972207369031133,0.8378378378378378,0.5675675675675675,25,6,0.3526479557767743,0.3841900878307772,1.0,0.19335531762796587
keep_letters__nl__v3,keep_letters,string_filter,nl,3,"Given a string, return a new string containing only alphabetic characters.","Initialize with an empty result string. Process each character. If it is alphabetic, append it to the result. Produce the result.",fast_offsets,False,26,26,31,30,True,0.6918128312410166,0.6433754861354828,0.5774845836552214,20.754384937230498,0.8128925482432048,0.6905776262283325,0.7728260268963416,24.386776447296143,0.7746001427372297,0.8289811313152313,0.984494705994924,0.4,0.23333333333333334,4,3,0.5686182601152566,0.7382158770322286,0.9,1.5830508472887839
list_palindrome__nl__v2,list_palindrome,palindrome_test,nl,2,"Given a list, determine whether its values read the same forward and backward.",Set one index at the beginning and another at the end. Compare the two values and move both indices inward. Output false on a mismatch; output true if all mirrored pairs match.,fast_offsets,False,26,26,39,38,True,1.3121297464730513,1.4600249528884888,0.6316402218179212,49.860930365975946,1.5313767658387263,1.5168055891990662,0.7897519946907996,58.192317101871595,0.5678769467692626,0.5271526873111725,0.97021221644,0.13157894736842105,0.07894736842105263,2,1,0.6713284778886953,0.8366110322971803,0.9210526315789473,1.9810516746733093
list_divisors__nl__v1,list_divisors,divisors,nl,1,"Given a positive integer n, return all positive divisors of n in increasing order.","Create an empty result list. Examine every integer from one through n. If n is divisible by the current integer, append it. Return the result.",fast_offsets,False,27,27,33,32,True,0.9569656630919781,1.0084214806556702,0.606156984648316,30.622901218943298,1.0548704589018598,1.061354160308838,0.6961629699375022,33.755854684859514,0.6871120133437216,0.6654491424560547,0.9877982139587402,0.25,0.0625,2,1,0.7053534732831102,0.8058386298437272,0.96875,1.5804180157683732
rotate_left_one__python__v3,rotate_left_one,rotation,python,3,"Given a non-empty list, rotate it left by one position.","def rotate_left_one(x):
    element = []
    for entry in x[1:]:
        element.append(entry)
    element.append(x[0])
    return element",fast_offsets,False,24,24,46,45,True,0.4026200358548926,0.21360047161579132,0.5033115165640522,18.117901613470167,0.4452134567882038,0.2177998423576355,0.588727990347284,20.03460555546917,0.8712888479232788,0.9571648836135864,0.9948685606320699,0.6666666666666666,0.28888888888888886,9,6,0.401106665186076,0.4579882094615393,0.9333333333333333,0.8773738062248514
reverse_list__nl__v3,reverse_list,reverse_sequence,nl,3,"Given a list, create a new list containing the same values in reverse order.",Initialize an empty result list. Process the input from the last position to the first and append each value to the result. Produce the result.,fast_offsets,False,26,26,30,29,True,0.865129162830397,0.9442495107650757,0.6414739832519007,25.088745722081512,0.945337668992579,1.0360643863677979,0.7123794115787755,27.41479240078479,0.7233250408337034,0.701305091381073,0.9905323756152186,0.41379310344827586,0.10344827586206896,4,1,0.6911971596003111,0.7657213300865676,0.9310344827586207,2.045925596231145
reverse_list__nl__v1,reverse_list,reverse_sequence,nl,1,"Given a list, create a new list containing the same values in reverse order.",Create an empty result list. Examine the input from the last position to the first and append each value to the result. Return the result.,fast_offsets,False,26,26,30,29,True,0.8188360562098438,0.7329468727111816,0.6487780790605429,23.74624563008547,0.902230230127943,0.7773268818855286,0.7330768391290842,26.164676673710346,0.7374686711821062,0.8463398814201355,0.9897814084743631,0.41379310344827586,0.034482758620689655,4,1,0.6866677323622363,0.7752877378037998,0.9655172413793104,1.7216769095253328
running_product__python__v3,running_product,cumulative_scan,python,3,"Given a list of numbers, produce the running product after each position.","def running_product(result):
    element = 1
    entry = []
    for x in result:
        element *= x
        entry.append(element)
    return entry",fast_offsets,False,24,24,43,42,True,0.44286078345058266,0.1695074662566185,0.591935231101107,18.60015290492447,0.5034219793943477,0.17443498224020004,0.6964567240319405,21.143723134562606,0.8591340240978059,0.9687847197055817,0.9923392974195027,0.6904761904761905,0.2857142857142857,14,6,0.45441265568625544,0.5247426693733759,0.9285714285714286,1.0590283932038975
anti_diagonal_sum__python__v3,anti_diagonal_sum,diagonal_aggregate,python,3,"Given a square matrix, calculate the sum of its anti-diagonal.","def anti_diagonal_sum(element):
    result = 0
    x = len(element)
    for entry in range(x):
        result += element[entry][x - 1 - entry]
    return result",fast_offsets,False,26,26,53,52,True,0.40013842079833223,0.18611909449100494,0.509656666034593,20.807197881513275,0.4393914135781905,0.1915009766817093,0.5872386929436131,22.848353506065905,0.86886618200403,0.967021256685257,0.9952221352320451,0.6923076923076923,0.2692307692307692,8,4,0.4334929723466071,0.489973981189085,0.9423076923076923,0.8790003666505911
count_even_digits__python__v1,count_even_digits,digit_count,python,1,"Given a positive integer, count how many of its decimal digits are even.","def count_even_digits(number):
    count = 0
    while number > 0:
        digit = number % 10
        if digit % 2 == 0:
            count += 1
        number //= 10
    return count",fast_offsets,False,25,25,62,61,True,0.1396998728355431,0.007686601020395756,0.2947810798421284,8.521692242968129,0.14603907129345525,0.007895221933722496,0.30892631823171096,8.90838334890077,0.9553173194166089,0.999169111251831,0.9994206623952897,0.8688524590163934,0.6885245901639344,26,17,0.20079029469755671,0.2084474088866197,1.0,0.06803675323928675
sum_negative__nl__v3,sum_negative,sign_sum,nl,3,"Given a list of numbers, sum only the negative values.","Initialize the total at zero. Process every number. For any case in which a number is less than zero, add it to the total. Produce the total after the list has been processed.",fast_offsets,False,22,22,40,39,True,0.9335618933232931,0.9187759160995483,0.6913879227174714,36.40891383960843,1.078814017180449,0.9793363809585571,0.8509820510736075,42.07374667003751,0.71491522475695,0.7711960673332214,0.9800644929592426,0.3076923076923077,0.05128205128205128,4,1,0.7146020166968045,0.8373737188154146,0.9230769230769231,1.8964785837854903
count_words__nl__v2,count_words,word_count,nl,2,"Given a string containing words separated by whitespace, count the words.",Split the string on whitespace and output the number of resulting words.,fast_offsets,False,23,23,13,12,True,0.9949971929502984,1.0850412249565125,0.6854830045272277,11.93996631540358,1.0472622644156218,1.115003526210785,0.6997707101620493,12.567147172987461,0.6619403511285782,0.6247476637363434,0.9946827093760172,0.3333333333333333,0.16666666666666666,1,1,0.9137603284960444,0.9289993169632825,0.9166666666666666,1.498107445727025
sum_negative__python__v2,sum_negative,sign_sum,python,2,"Given a list of numbers, sum only the negative values.","def sum_negative(current):
    item = 0
    for value in current:
        if value < 0:
            item += value
    return item",fast_offsets,False,22,22,37,36,True,0.4090055682592922,0.15338795632123947,0.5709783341986964,14.724200457334518,0.46356722096809083,0.16553931683301926,0.6697955083985933,16.68841995485127,0.8811223573154874,0.9747681617736816,0.9933794554736879,0.75,0.2222222222222222,20,3,0.35871344708970615,0.4090105934866837,0.9444444444444444,1.1105805724607005
lcm_list__nl__v1,lcm_list,lcm_family,nl,1,"Given a non-empty list of positive integers, compute the least common multiple of all values.",Use the first value as the current lcm. Combine each remaining value with the current lcm by computing their gcd and then the corresponding lcm. Return the final value.,fast_offsets,False,29,29,37,36,True,1.2261969831177137,1.2971086502075195,0.7491852453241559,44.14309139223769,1.4651083504625906,1.4555508494377136,0.9743754454345656,52.743900616653264,0.6172593991375632,0.6141168773174286,0.965388200349278,0.2222222222222222,0.1111111111111111,2,1,0.7848161622615797,0.9950592234198536,0.9444444444444444,1.6942707622155366
adjacent_differences__python__v3,adjacent_differences,adjacent_transform,python,3,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(x):
    entry = []
    for element in range(1, len(x)):
        entry.append(x[element] - x[element - 1])
    return entry",fast_offsets,False,30,30,49,48,True,0.40702618232353416,0.09790113568305969,0.5632189500804957,19.53725675152964,0.44424064641619526,0.09926699474453926,0.6238236815235016,21.323551027977373,0.8599616146335999,0.9838310778141022,0.9957078223427137,0.625,0.3958333333333333,7,3,0.5082355734775774,0.5495908870881899,0.9791666666666666,0.8841363741622293
count_unique_words__nl__v3,count_unique_words,word_count,nl,3,"Given a string containing words separated by whitespace, count the distinct words.","Proceed as follows. Split the string on whitespace, place the words into a set, and return the size of the set.",fast_offsets,False,24,24,26,25,True,1.0961874341964721,1.1260950565338135,0.6828494298124093,27.404685854911804,1.3217124420404434,1.2619118690490723,0.948112197842687,33.042811051011086,0.6555768483877182,0.6662682890892029,0.9657845878601075,0.24,0.0,1,0,0.8561727950970331,1.132409255951643,0.96,1.1662930884584783
reverse_string__nl__v1,reverse_string,reverse_sequence,nl,1,"Given a string, create a new string containing the same characters in reverse order.",Start with an empty result string. Examine the input from the last position to the first and append each character to the result. Return the result.,fast_offsets,False,26,26,31,30,True,0.8239741464455922,0.719847559928894,0.6189881281186301,24.719224393367767,0.911853340268135,0.7596234679222107,0.7128271665289929,27.355600208044052,0.747016520301501,0.833939790725708,0.9890778541564942,0.36666666666666664,0.0,2,0,0.8308726672468514,0.933463624839125,0.9666666666666667,1.3366630896925926
reverse_list__python__v1,reverse_list,reverse_sequence,python,1,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(values):
    result = []
    for index in range(len(values) - 1, -1, -1):
        result.append(values[index])
    return result",fast_offsets,False,26,26,47,46,True,0.15748199150758688,0.021669945679605007,0.3335265258505043,7.244171609348996,0.16251445903902134,0.02181093767285347,0.34309108222597534,7.475665115794982,0.9437578352897064,0.9970144033432007,0.9995383464771769,0.8695652173913043,0.6521739130434783,24,10,0.22749079743306438,0.23147828013623237,1.0,0.33484748568523925
filter_mapping_by_value__python__v2,filter_mapping_by_value,dictionary_transform,python,2,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def filter_mapping_by_value(value, output):
    current = {}
    for item, counter in value.items():
        if counter > output:
            current[item] = counter
    return current",fast_offsets,False,35,35,48,47,True,0.42206686977396146,0.12210351228713989,0.5572942739246157,19.837142879376188,0.48329189709793935,0.12437957525253296,0.6481247435558402,22.71471916360315,0.8602792395556227,0.9798877835273743,0.9930680838037045,0.6595744680851063,0.3617021276595745,13,5,0.5135255678577105,0.6052569859792761,0.9148936170212766,1.3946930999772256
bubble_sort_descending__nl__v1,bubble_sort_descending,bubble_sort,nl,1,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is less than the right value. After enough passes, return the copy.",fast_offsets,False,32,32,34,33,True,1.0443743354161128,1.062331199645996,0.6944870726801616,34.464353068731725,1.1795237488113344,1.115798830986023,0.8059433786870138,38.924283710774034,0.6547022339972582,0.6336460113525391,0.9820305036775994,0.2727272727272727,0.09090909090909091,3,2,0.761321748024784,0.8481418656592723,0.9393939393939394,1.9790762816591077
linear_first_index__python__v3,linear_first_index,linear_search,python,3,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def linear_first_index(result, entry):
    for element, x in enumerate(result):
        if x == entry:
            return element
    return -1",fast_offsets,False,31,31,38,37,True,0.5037560743984539,0.17268803715705872,0.5936749798453309,18.638974752742797,0.6010183456630723,0.19253984093666077,0.7450239328773743,22.237678789533675,0.8410168088771202,0.9712440371513367,0.9878788928727846,0.5675675675675675,0.24324324324324326,8,4,0.4311405675640951,0.5391708632879373,0.8648648648648649,1.5906717218049626
count_words__python__v2,count_words,word_count,python,2,"Given a string containing words separated by whitespace, count the words.","def count_words(item):
    value = item.split()
    return len(value)",fast_offsets,False,23,23,22,21,True,0.4845515804453975,0.22398141026496887,0.5426337565966796,10.175583189353347,0.5286971731111407,0.2329024076461792,0.5924539612435141,11.102640635333955,0.8425237763495672,0.9482048153877258,0.9954476214590526,0.6190476190476191,0.23809523809523808,4,3,0.629050581343472,0.6903320214711129,0.9047619047619048,1.1713130081077994
list_divisors__python__v1,list_divisors,divisors,python,1,"Given a positive integer n, return all positive divisors of n in increasing order.","def list_divisors(n):
    result = []
    for divisor in range(1, n + 1):
        if n % divisor == 0:
            result.append(divisor)
    return result",fast_offsets,False,27,27,54,53,True,0.14575695334449093,0.017040390521287918,0.30487475851922974,7.725118527258019,0.1574071887939595,0.017590250819921494,0.347350911907029,8.342581006079854,0.9581197432751926,0.9980284571647644,0.9987657564990925,0.8867924528301887,0.6415094339622641,28,25,0.1371482352592116,0.14797827989325293,1.0,0.2600599374073158
product_one_to_n__python__v2,product_one_to_n,factorial_product,python,2,"Given a positive integer n, compute the product of all integers from one through n.","def product_one_to_n(item):
    value = 1
    for current in range(1, item + 1):
        value *= current
    return value",fast_offsets,False,27,27,41,40,True,0.34081430195365103,0.0914134718477726,0.4891934263625627,13.63257207814604,0.3784502856666222,0.10757539793848991,0.5665381134742533,15.138011426664889,0.8924011655151844,0.9851012229919434,0.9956915780901909,0.775,0.4,6,3,0.43773831374561173,0.48786698553997737,0.95,0.9468837468128186
matrix_row_sums__python__v2,matrix_row_sums,matrix_aggregate,python,2,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(item):
    value = []
    for current in item:
        output = 0
        for counter in current:
            output += counter
        value.append(output)
    return value",fast_offsets,False,26,26,52,51,True,0.40220319678751276,0.1180436760187149,0.5694513269045486,20.51236303616315,0.455872785026098,0.13156524300575256,0.6806799651447366,23.249512036330998,0.8756058502431009,0.9815559387207031,0.9927856875400917,0.7058823529411765,0.35294117647058826,18,7,0.487218749076128,0.5634672865085304,0.9019607843137255,1.2460441047647584
group_by_first_character__nl__v2,group_by_first_character,grouping,nl,2,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Begin with an empty dictionary. Inspect each string, use its first character as the key, build an empty list for a new key, and add the string to that key's list. Output the dictionary.",fast_offsets,False,37,37,43,42,True,0.9643020806965762,0.8874279856681824,0.6564161785737131,40.5006873892562,1.1793272207668495,0.9833326935768127,0.9216166964739503,49.53174327220768,0.6943885329223815,0.7354685366153717,0.9687246666068122,0.30952380952380953,0.047619047619047616,4,1,0.676893482911798,0.8568706985381318,0.9047619047619048,1.6644451106183602
partition_by_sign__python__v3,partition_by_sign,partition,python,3,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.","def partition_by_sign(result):
    element = []
    entry = []
    for x in result:
        if x < 0:
            element.append(x)
        else:
            entry.append(x)
    return element, entry",fast_offsets,False,37,37,60,59,True,0.4071468652356258,0.09763336926698685,0.5817859335815698,24.021665048901923,0.46815071318898416,0.10057854652404785,0.6900063477885134,27.620892078150064,0.8693516211489499,0.9834262132644653,0.992740469463801,0.7288135593220338,0.4406779661016949,34,10,0.41917989535883454,0.48324689823042216,0.9491525423728814,0.8636100036027975
ordered_unique_intersection__python__v2,ordered_unique_intersection,ordered_intersection,python,2,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",fast_offsets,False,36,36,48,47,True,0.6193738646676487,0.2050718367099762,0.8285008757791733,29.110571639379486,0.7964230662489191,0.2144841104745865,1.1850512269192424,37.4318841136992,0.797130027032913,0.9567543268203735,0.9708435751022176,0.6382978723404256,0.3404255319148936,17,6,0.7047689595037019,0.9760126853766649,0.8936170212765957,1.3625372056233167
rotate_left_one__python__v2,rotate_left_one,rotation,python,2,"Given a non-empty list, rotate it left by one position.","def rotate_left_one(current):
    item = []
    for value in current[1:]:
        item.append(value)
    item.append(current[0])
    return item",fast_offsets,False,24,24,46,45,True,0.396807130622781,0.16583791375160217,0.5084381603722997,17.856320878025144,0.4428365748686095,0.16800449788570404,0.6097235043898541,19.927645869087428,0.8734574642446306,0.9655439257621765,0.9941664550039503,0.6666666666666666,0.28888888888888886,13,3,0.38324837397191336,0.4475116853559898,0.9555555555555556,0.884725276256601
dedupe_last__nl__v1,dedupe_last,deduplication,nl,1,"Given a list, remove duplicate values while keeping the last occurrence of each value and preserving the order of those kept occurrences.","Start with an empty temporary list. Examine the input from right to left. If the current value has not yet been kept, append it to the temporary list. Reverse that list and return it.",fast_offsets,False,36,36,42,41,True,0.931647293303707,0.8742917776107788,0.6588336905488996,38.19753902545199,1.019897611811757,0.907164454460144,0.7453784808754864,41.81580208428204,0.6859029945803852,0.6301630735397339,0.9888053318349327,0.3170731707317073,0.0975609756097561,3,1,0.7972294937120751,0.8944653200916945,0.9512195121951219,1.6399427498648194
first_negative_index__python__v3,first_negative_index,first_match_index,python,3,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","def first_negative_index(x):
    for element, entry in enumerate(x):
        if entry < 0:
            return element
    return -1",fast_offsets,False,32,32,37,36,True,0.2892554551621692,0.13536639511585236,0.34685928534887955,10.413196385838091,0.30999801406222915,0.143482506275177,0.37184539985550275,11.159928506240249,0.9178743527995216,0.9756816923618317,0.9980994827217526,0.7222222222222222,0.3611111111111111,13,4,0.2617425661534071,0.27459237799048425,0.9166666666666666,1.0358531579040573
filter_negative__python__v1,filter_negative,sign_filter,python,1,"Given a list of numbers, create a new list containing only negative values.","def filter_negative(values):
    result = []
    for value in values:
        if value < 0:
            result.append(value)
    return result",fast_offsets,False,25,25,39,38,True,0.1970693112464352,0.017870990559458733,0.39111174468173654,7.488633827364538,0.20275480444596675,0.01827157475054264,0.4021685211495875,7.704682568946737,0.9377818076234115,0.9979411065578461,0.9994678371830991,0.8157894736842105,0.6842105263157895,23,20,0.2641386465591102,0.2684844086816648,1.0,0.2895613436642299
group_by_first_character__python__v1,group_by_first_character,grouping,python,1,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",fast_offsets,False,37,37,61,60,True,0.17321678498919937,0.013616933487355709,0.284814075707117,10.393007099351962,0.18189658877818146,0.013924508821219206,0.3042875411146338,10.913795326690888,0.9512553016344706,0.9983610212802887,0.9991208126147588,0.8166666666666667,0.5666666666666667,23,10,0.23229178192608957,0.24262597658710902,1.0,0.2344431258597865
matrix_row_sums__python__v1,matrix_row_sums,matrix_aggregate,python,1,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(matrix):
    result = []
    for row in matrix:
        total = 0
        for value in row:
            total += value
        result.append(total)
    return result",fast_offsets,False,26,26,52,51,True,0.17051591794320392,0.018411682918667793,0.33057859983426147,8.6963118151034,0.17565490570225795,0.018905937671661377,0.3413347344211898,8.958400190815155,0.9350207331133824,0.9976401329040527,0.9995410126798293,0.8627450980392157,0.6666666666666666,20,17,0.23706729463592638,0.24184823154675542,1.0,0.3158747035348931
rotate_matrix_clockwise__python__v2,rotate_matrix_clockwise,matrix_transform,python,2,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","def rotate_matrix_clockwise(value):
    output = []
    total_value = len(value)
    for item in range(total_value):
        current = []
        for counter in range(total_value - 1, -1, -1):
            current.append(value[counter][item])
        output.append(current)
    return output",fast_offsets,False,30,30,85,84,True,0.364296562424854,0.12168554589152336,0.5363031951293099,30.600911243687733,0.4248997211235248,0.1299503818154335,0.6802030457095669,35.691576574376086,0.891309804504826,0.9804409444332123,0.9918101358981359,0.7380952380952381,0.39285714285714285,33,6,0.39199906734066614,0.4810684564886671,0.9404761904761905,0.7190366729653415
adjacent_differences__nl__v1,adjacent_differences,adjacent_transform,nl,1,"Given a list of numbers, create a list of differences between each value and its predecessor.","Create an empty result list. Starting with the second input value, subtract the preceding value from the current value and append the difference. Return the result.",fast_offsets,False,30,30,30,29,True,0.7572433298517918,0.6371162533760071,0.5289374991800783,21.96005656570196,0.8113765081968801,0.6791404485702515,0.6061089017670436,23.529918737709522,0.7611836277205368,0.8178386092185974,0.9931939737550144,0.3103448275862069,0.034482758620689655,2,1,0.5557874622089523,0.6283395567110607,1.0,1.6162724506816473
is_prime__python__v2,is_prime,primality,python,2,"Given an integer n, determine whether it is prime.","def is_prime(value):
    if value < 2:
        return False
    item = 2
    while item * item <= value:
        if value % item == 0:
            return False
        item += 1
    return True",fast_offsets,False,21,21,58,57,True,0.19347495645623686,0.046047188341617584,0.3151659623568243,11.028072518005501,0.20597384563160104,0.04728735238313675,0.33743089570778523,11.74050920100126,0.9466756749571416,0.9935775399208069,0.9987887687850416,0.8596491228070176,0.5263157894736842,28,8,0.1986731035971648,0.20876120828584785,0.9824561403508771,0.5001576120554379
most_frequent__python__v2,most_frequent,mode_selection,python,2,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def most_frequent(output):
    value = {}
    for current in output:
        value[current] = value.get(current, 0) + 1
    item = output[0]
    for current in output:
        if value[current] > value[item]:
            item = current
    return item",fast_offsets,False,35,35,75,74,True,0.40686257437974327,0.07128314301371574,0.6600430820688087,30.107830504101003,0.4728189957227064,0.07432973757386208,0.8207400055775609,34.98860568348027,0.8690493876064146,0.9888663291931152,0.9902710761572864,0.7432432432432432,0.4864864864864865,21,6,0.43004997967254394,0.5219998086458997,0.9459459459459459,0.8197896167079971
merge_sorted_ascending__python__v3,merge_sorted_ascending,merge_sorted,python,3,"Given two lists sorted in ascending order, merge them into one ascending list.","def merge_sorted_ascending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] <= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",fast_offsets,False,27,27,129,128,True,0.23247453973112897,0.0373530238866806,0.3752949598864353,29.75674108558451,0.2606576694539058,0.04055256396532059,0.4469790560169909,33.36418169009994,0.9298258610069752,0.9945777058601379,0.9967312118969858,0.8046875,0.578125,56,20,0.21398300187264416,0.24851754734255502,0.9765625,0.6578350313609747
is_nondecreasing__python__v1,is_nondecreasing,monotonicity,python,1,"Given a list of numbers, determine whether it is in nondecreasing order.","def is_nondecreasing(values):
    for index in range(1, len(values)):
        if values[index - 1] > values[index]:
            return False
    return True",fast_offsets,False,27,27,46,45,True,0.18134293960303896,0.02691017836332321,0.3350777377490882,8.160432282136753,0.1873531409274114,0.027584880590438843,0.34683091236123326,8.430891341733513,0.9445181892977821,0.9968196153640747,0.9994556917084588,0.8666666666666667,0.6,16,13,0.23610916452096056,0.2430163200902329,1.0,0.42074352851320024
numeric_palindrome__nl__v2,numeric_palindrome,numeric_reverse,nl,2,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and output whether they are equal.,fast_offsets,False,27,27,31,30,True,1.2692875077016652,1.2805938720703125,0.7524587456260008,38.078625231049955,1.5074142448604106,1.5311887860298157,0.959435450446633,45.22242734581232,0.5869230056802431,0.5815196335315704,0.9662339349587759,0.2,0.1,2,1,0.8946875313874977,1.0779467713216255,0.9666666666666667,1.5195991822576616
fibonacci_first_n__python__v3,fibonacci_first_n,fibonacci,python,3,"Given a nonnegative integer n, return the first n Fibonacci values starting with zero and one.","def fibonacci_first_n(result):
    entry = 0
    x = 1
    n_count = []
    for element in range(result):
        n_count.append(entry)
        entry, x = x, entry + x
    return n_count",fast_offsets,False,32,32,66,65,True,0.5430159898940474,0.2897545099258423,0.6264582752377671,35.29603934311308,0.649068366134396,0.3262786865234375,0.8461994045025533,42.18944379873574,0.8315652886262307,0.9426639676094055,0.9847171994356009,0.5692307692307692,0.23076923076923078,5,2,0.6095337518490851,0.7787141876906389,0.9384615384615385,1.1991094376992595
binary_search_insertion__python__v2,binary_search_insertion,binary_search,python,2,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.","def binary_search_insertion(counter, output):
    value = 0
    item = len(counter)
    while value < item:
        current = (value + item) // 2
        if counter[current] < output:
            value = current + 1
        else:
            item = current
    return value",fast_offsets,False,35,35,76,75,True,0.5000999267859152,0.3040385842323303,0.5952454831890089,37.50749450894364,0.5786625948587122,0.3188939690589905,0.752713093394519,43.399694614403415,0.8326588420073191,0.9286203980445862,0.989500904083252,0.56,0.32,11,4,0.4444556559284211,0.544516038217242,0.9466666666666667,0.9371396573922902
selection_sort_ascending__python__v2,selection_sort_ascending,selection_sort,python,2,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","def selection_sort_ascending(counter):
    output = counter[:]
    for current in range(len(output)):
        item = current
        for value in range(current + 1, len(output)):
            if output[value] < output[item]:
                item = value
        output[current], output[item] = output[item], output[current]
    return output",fast_offsets,False,31,31,89,88,True,0.27600631385079893,0.06085568852722645,0.4232231526919907,24.288555618870305,0.30477425464034075,0.06173783540725708,0.49328236938648123,26.820134408349986,0.9148269634355198,0.9903013408184052,0.9965052875605497,0.7613636363636364,0.5,20,13,0.3124423228109245,0.3542801255575012,0.9545454545454546,0.7283403791533684
